PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
016Ny,r3k3/ppp3pp/8/3Bp3/3n2bq/3P4/PPP3PP/RNBQ2K1 w q - 1 16,d1f1 d4e2 f1e2 g4e2,1049,78,94,182,crushing kingsideAttack middlegame short,https://lichess.org/pHjrycLz#31,Italian_Game Italian_Game_Two_Knights_Defense
017Lc,r1b2rk1/pp3ppp/2p1pn2/8/2P5/n5Q1/PP1BN1PP/Kq1R1B1R w - - 10 22,d1b1 a3c2,1068,152,83,12,opening,https://lichess.org/VaAPfIHH#43,
017c1,8/8/8/1p6/4k3/2p4P/rP2RK2/8 b - - 1 49,e4d4 b2c3 d4c3 e2a2,1040,87,91,1390,crushing discoveredAttack endgame rookEndgame short,https://lichess.org/xat94cnU/black#98,
017qa,3rr1k1/p1n2pp1/1p1q3p/2pBR3/8/5N1P/PP2QPP1/4R1K1 b - - 0 21,c7d5 e5e8 d8e8 e2e8,1004,85,77,133,crushing kingsideAttack middlegame short,https://lichess.org/pGU3yS3n/black#42,
0181c,rnb3k1/pp3pp1/2p2p1p/8/3P4/2PBrN2/PP4PP/R3R1K1 b - - 1 15,e3d3 e1e8 g8h7 e8c8,1079,79,95,423,advantage fork middlegame short,https://lichess.org/BC7tzTnN/black#30,Caro-Kann_Defense Caro-Kann_Defense_Tartakower_Variation
019DY,rnb1k1nB/ppp2p1p/8/8/7q/1P3pb1/P1PPP2P/RN1QKB1R w KQq - 0 9,h2g3 h4g3,1084,183,-67,8,mate mateIn1 oneMove opening,https://lichess.org/M6zRIUyg#17,
01A3W,4r3/pp5p/5k2/2p1r3/3p4/PP1P4/3KR2P/5R2 b - - 1 31,f6e6 e2e5 e6e5 f1e1 e5d6 e1e8,1010,83,89,731,attraction crushing endgame exposedKing long rookEndgame skewer,https://lichess.org/vvUxsteN/black#62,
01BI2,3R4/2p1k3/4p1p1/1p2P2p/1P6/8/4rr2/3R2K1 b - - 7 41,e7f7 d1d7,1065,78,93,141,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/FFtkhBNX/black#82,
01BRf,8/p7/1p3Nnp/1B4p1/1P4P1/P3p1bP/2k1K3/8 b - - 1 42,g3f4 b5d3 c2b3 d3g6,1055,82,94,1202,advantage endgame fork short,https://lichess.org/3av5uIrJ/black#84,
01Bmi,rn1qk2r/ppp2ppp/5b2/3P4/4P3/5b1P/PPP1QPP1/RN2KB1R w KQkq - 0 10,e2f3 f6b2 f3b3 b2a1,1069,79,90,794,advantage middlegame short trappedPiece,https://lichess.org/cUrVP72f#19,Elephant_Gambit Elephant_Gambit_Paulsen_Countergambit
01CgO,5rk1/pp5b/4p2B/1P1p3Q/3P4/2q4P/P4PP1/6K1 b - - 0 29,f8f7 h5g5 h7g6 g5g6,1050,77,87,150,crushing endgame short,https://lichess.org/ZU8eARhP/black#58,
01D1x,r3q2k/7p/p3p1BQ/1p2P3/P7/2p2b2/1P3P1K/6R1 b - - 0 31,e8f8 h6h7,1001,77,100,214,endgame mate mateIn1 oneMove,https://lichess.org/c7vivmqC/black#62,
01DHd,r1bq1rk1/pp1nb1pp/4pp2/3pP2Q/2pP4/2P1P3/PPBN2PP/R1B2RK1 b - - 1 12,g7g6 c2g6 h7g6 h5g6,1098,74,95,4066,crushing kingsideAttack opening short,https://lichess.org/tYOhhfGL/black#24,Queens_Pawn_Game Queens_Pawn_Game_Other_variations
01DJq,4R3/6p1/5bk1/N6p/8/1P6/6PP/3r1K2 w - - 1 45,e8e1 d1e1 f1e1 f6c3 e1d1 c3a5,1055,94,95,1296,attraction crushing endgame fork long,https://lichess.org/OAuPLlZG#89,
01FCo,1k2r2r/1Pp2pb1/1n1p3p/3Pq1p1/1Q1NP3/2P2P2/P4R1P/R3K3 b Q - 0 22,g7f6 d4c6 b8b7 c6e5,1007,75,98,2182,crushing fork middlegame short,https://lichess.org/ppE9yTN1/black#44,
01G6T,5rk1/1p1b3p/p2pN2q/2pP2p1/2P3nP/1P4P1/P5B1/4QR1K b - - 1 30,g5h4 f1f8 h6f8 e6f8,1018,78,86,510,crushing kingsideAttack middlegame short,https://lichess.org/d4XkLc0L/black#60,
01GQI,8/5p2/1kbB2p1/4Pp1p/p2P1P2/1pR3P1/1Kn4P/8 b - - 13 58,c2d4 d6c5 b6c7 c5d4,1038,77,88,216,crushing endgame fork short,https://lichess.org/URyEHRKp/black#116,
01GXf,r3k2r/pR2bppp/4p3/3N4/8/8/P4PPP/4R1K1 b kq - 0 20,e7f6 d5c7 e8f8 c7a8,1092,83,95,1998,crushing endgame fork short,https://lichess.org/iduwCdmp/black#40,
01GnH,1R6/P7/6p1/7p/8/7k/K7/2q5 b - - 1 43,c1c4 b8b3 h3g4 a7a8q,1099,79,100,55,advancedPawn advantage endgame promotion queenRookEndgame short,https://lichess.org/QXjY4nyw/black#86,
01Gvc,1k1r3r/ppp4p/3np1p1/Pb1pQ2P/3P4/2P5/1P1K1PP1/R6R w - - 1 22,h5g6 d6c4 d2c2 c4e5,1008,81,85,76,advantage fork middlegame short,https://lichess.org/CTGHtpTC#43,
01Hgu,2k5/p1p5/r6q/3b4/8/3P4/PPP2P1P/R1B2RK1 w - - 0 31,c1h6 a6g6 h6g5 g6g5,1007,81,94,6101,endgame fork mate mateIn2 short,https://lichess.org/9laF2Tml#61,
01I1O,5k2/2p1n1p1/1p1b1N1p/p2BpP2/q7/2P3PP/1P1Q1P2/6K1 b - - 0 29,g7f6 d2h6 f8e8 h6h8,1078,127,71,9,crushing endgame master masterVsMaster short,https://lichess.org/8JG00ofD/black#58,
01IKM,8/3Q1pkp/6p1/8/4Pp2/7P/r1p3P1/7K w - - 0 40,d7c7 a2a1 h1h2 c2c1q c7c1 a1c1,1008,85,94,459,advancedPawn crushing endgame long master promotion queenRookEndgame,https://lichess.org/9eAmZrdx#79,
01J3E,4r1k1/pb3ppp/1p2r1q1/8/3QP3/2B4P/PP2R1P1/4R1K1 b - - 0 24,e6e4 e2e4 b7e4 e1e4,1042,84,95,227,crushing middlegame short,https://lichess.org/JNbKXKKD/black#48,
01J3q,r3r1k1/ppq1ppb1/2p3nN/2Pp3p/3Pn2N/1P2P2P/PB3QP1/R4RK1 b - - 9 23,g7h6 f2f7 g8h8 h4g6,1089,75,97,20473,fork mate mateIn2 middlegame short,https://lichess.org/CUMxzqX2/black#46,
01JIQ,3r4/1pp3bk/3p3n/p2P3Q/P3p3/4q3/1P2Nr2/R2K2R1 b - - 7 39,f2e2 h5g6 h7h8 g6g7,1009,79,89,41,mate mateIn2 middlegame short,https://lichess.org/cTUCVX0V/black#78,
01KyF,5rk1/6bp/1p2p1p1/1Pp5/2P4q/4NQ1P/5PP1/1R4K1 w - - 0 32,f3c6 h4f2 g1h1 f2e3,1033,76,97,414,crushing endgame fork short,https://lichess.org/dyxvNO3Q#63,
01LPz,8/p6k/2pr2p1/4Np1p/4n2P/2n1P1P1/P4PB1/2R3K1 w - - 4 37,g2e4 c3e2 g1g2 e2c1,1018,84,95,2534,advantage endgame fork master short,https://lichess.org/zjEzF4hk#73,
01MaH,1q5k/p4pp1/8/3p3n/6B1/P7/2QB1PPb/5K2 b - - 0 29,b8b5 g4e2 h5g3 f2g3,1034,77,80,81,advantage defensiveMove endgame fork short,https://lichess.org/936qIspu/black#58,
01NZ8,r1b1kb1r/pp3ppp/4p3/qNpn4/8/P2Q2B1/1PP2PPP/1K1R2NR b kq - 0 13,c8d7 b5c7 a5c7 g3c7,1028,166,-4,11,crushing fork opening short,https://lichess.org/q5tbSjgO/black#26,French_Defense French_Defense_Schlechter_Variation
01Nbh,2r3k1/P4pp1/4p2p/3p4/4n3/2q3P1/2P1QP1P/1R5K b - - 2 24,c8a8 b1b8 a8b8 a7b8q,1022,85,93,559,advancedPawn crushing endgame promotion short,https://lichess.org/Pt8APZeL/black#48,
01OKt,r2q1r2/pp1k4/2p4Q/3pn3/8/2P3PP/PP1N4/2KR1R2 w - - 2 28,f1e1 e5d3 c1c2 d3e1,1052,93,64,182031,advantage fork middlegame short,https://lichess.org/0UAYPkWO#55,
01OYe,3Q4/p5k1/1p2p1pn/1P1p1p1R/3P1P2/qN2r3/P1r3PP/R5K1 w - - 2 40,d8d7 h6f7 h5h7 g7h7,1053,79,94,1140,crushing defensiveMove middlegame short,https://lichess.org/GbHWYq9g#79,
01PjH,5rk1/8/4ppp1/2P1b3/Q7/4R1PP/1q2N2K/8 b - - 2 33,e5d4 a4d4 b2d4 e2d4,1091,77,88,395,crushing endgame short,https://lichess.org/kmyjpX85/black#66,
01QId,8/Q4pk1/1Pq3p1/8/4RKP1/4RP1P/P7/6r1 w - - 9 43,a7c7 c6f6,1085,76,95,374,endgame mate mateIn1 oneMove,https://lichess.org/GHY79hnM#85,
01QrX,r1b2Qk1/p2p1ppp/1pn5/3N2q1/4PR2/3B4/PPP3PP/5RK1 b - - 0 17,g8f8 f4f7 f8g8 f7f8,1036,80,91,88,mate mateIn2 middlegame short,https://lichess.org/6xvz6ePA/black#34,Sicilian_Defense Sicilian_Defense_Lowenthal_Variation
01Qv4,r4bnr/ppq1kQp1/2p1Pn1p/3p4/3P3P/8/PPP5/RNB1K1NR b KQ - 4 14,e7d6 c1f4,1067,77,100,113,mate mateIn1 middlegame oneMove,https://lichess.org/OR319prB/black#28,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01RPQ,1Q6/2Pk4/p3pp1p/3q2p1/1p6/1P2P1P1/5P1P/6K1 b - - 2 42,d5c6 b8d8,1021,85,83,102,endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/GAWpyeOU/black#84,
01S2P,r4rk1/5qpp/p1p1p3/3pB3/6Q1/8/PPP2PPP/R3R1K1 w - - 4 18,e1e3 f7f2 g1h1 f2f1 a1f1 f8f1,1039,89,95,1870,backRankMate fork long mate mateIn3 middlegame sacrifice,https://lichess.org/PpvbkBkX#35,Vienna_Game Vienna_Game_Other_variations
01T0h,r3r2k/1p3pp1/p1p2b1n/q4B2/3P4/B1P1P3/P1Q2PPP/R4RK1 w - - 7 22,a3b4 a5f5 c2f5 h6f5,1063,77,82,550,advantage middlegame short,https://lichess.org/w5Rod6zL#43,
01TSj,3r1r1k/ppp2Pb1/7p/4pbNR/4n3/BPP2P2/P3K1P1/R7 w - - 0 23,f3e4 f5g4 e2e3 g4h5,1066,77,80,156,advantage fork master middlegame short,https://lichess.org/URzdXeO5#45,
01U8B,2k4r/Qppq2pp/1n3p2/4p3/2p5/2br1NBP/PP3PPK/3R3R w - - 0 24,b2c3 d3d1 h1d1 d7d1,1032,91,33,84,crushing middlegame short,https://lichess.org/nPO4QL3Z#47,
01UpP,8/pB5p/6pk/5p2/1P3P1P/P3r1n1/3R3K/8 w - - 0 41,a3a4 g3f1 h2g2 f1d2,1033,80,94,914,crushing endgame fork short,https://lichess.org/3RLbs3zb#81,
01VG0,r3k2r/pp3pp1/4p3/3pqnp1/PPP5/8/4NPPP/R2Q1RK1 w kq - 0 21,c4d5 e5h2,1062,97,91,54,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/CDvtg4xF#41,
01XCL,4r2k/4P1p1/1p1p1n1p/p3pQ2/P3B3/7P/1P3PPK/2r5 b - - 1 29,f6e4 f5f8 e8f8 e7f8q,1022,86,88,2246,advancedPawn advantage endgame promotion short,https://lichess.org/pKdN0bE1/black#58,
01XUE,8/7p/8/5PK1/2b2BP1/8/2p5/3k4 b - - 6 54,c4e2 f5f6 c2c1q f4c1,1085,76,86,254,bishopEndgame crushing endgame master short,https://lichess.org/wj7xAnw1/black#108,
01Xg6,B2Qnk1r/p1p2pp1/6q1/2b5/5B2/2P2Np1/PP2P2P/R4R1K w - - 0 19,b2b4 g3g2,1075,78,91,1465,advancedPawn mate mateIn1 middlegame oneMove,https://lichess.org/ZiD8VdXE#37,Bird_Opening Bird_Opening_Froms_Gambit
01YXn,r1bq1rk1/p4pbp/5np1/4p1B1/3p4/2N5/PPPQBPPP/2R2RK1 w - - 0 14,c3e4 f6e4 g5d8 e4d2,1055,95,94,1108,crushing hangingPiece middlegame short,https://lichess.org/5LNdfjMW#27,Sicilian_Defense Sicilian_Defense_Dragon_Variation
01akv,7r/p1Q2k1p/1p4p1/2pq1r2/3p4/2PP4/PP3P1P/4RRK1 b - - 4 24,f7f6 c7e7,1056,89,95,1682,endgame mate mateIn1 oneMove,https://lichess.org/ebzMkU8Q/black#48,
01axW,r5k1/4rpp1/p2b1R2/1ppPq1N1/8/2NQ3P/PP6/5RK1 b - - 0 24,g7f6 d3h7 g8f8 h7h8,1019,80,81,64,mate mateIn2 middlegame short,https://lichess.org/LrYBJ11m/black#48,
01ayA,r3r1k1/p4ppp/2p5/3p4/3bbPP1/2N4q/PPPQ3N/4RRK1 w - - 2 22,d2d4 h3g2,1034,98,81,51,mate mateIn1 middlegame oneMove,https://lichess.org/w6R9zYaz#43,
01bPd,2r2rk1/p2q2pp/1p2p1n1/3pP1N1/1P3P2/P3Q3/2R3PP/2R3K1 b - - 0 24,g6f4 c2c8 f4e2 e3e2,1036,76,68,386,crushing middlegame short,https://lichess.org/bOZ1gEes/black#48,
01bhr,8/R1R2ppk/3qp1bp/pB6/P7/4P2P/5QPK/3r4 w - - 11 34,f2g3 d1h1 h2h1 d6g3,1096,81,78,219,advantage deflection middlegame short,https://lichess.org/Udi1oVk2#67,
01c49,4r2k/ppp5/6p1/3Bn1Np/3B1r2/3P4/PPP1K3/R7 w - - 0 29,d4e5 e8e5 d5e4 e5g5,1046,76,84,416,crushing endgame fork master short,https://lichess.org/4r3yTJAt#57,
01ebl,r3r3/2p2pkp/p1p3pb/8/1PPp1P1q/PN1P4/3QPP1P/1R3RK1 w - - 1 19,g1h1 h6f4 d2f4 h4f4,1067,89,83,51,crushing middlegame short,https://lichess.org/fN4zJoqE#37,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
01f6o,r3kb1r/pp1qp1p1/2npNp2/7p/4Q3/6P1/PPP1PPKP/R1B2R2 b kq - 3 13,h5h4 e4g6,1073,80,94,623,mate mateIn1 middlegame oneMove,https://lichess.org/XN9vU90M/black#26,Indian_Defense Indian_Defense_Wade-Tartakower_Defense
01ghr,8/8/5k2/6p1/r2RK1P1/5P2/8/8 b - - 51 68,a4d4 e4d4 f6e6 d4e4,1041,88,94,496,crushing defensiveMove endgame short zugzwang,https://lichess.org/KxPFdOcY/black#136,
01i1R,r7/ppp2Rpk/2n1Q2p/3p4/4P3/P2Pq2P/2P3PK/8 b - - 1 21,c6d8 e6f5 h7h8 f7f8,1001,80,79,44,endgame mate mateIn2 short,https://lichess.org/vWayUE13/black#42,
01kNd,rn2k2r/3B1p1p/1q2pp2/4N3/2P1b3/4b3/PP4PP/R2Q1K1R b kq - 0 14,b8d7 d1d7 e8f8 d7f7,1013,79,92,129,mate mateIn2 middlegame short,https://lichess.org/KnPHRnyD/black#28,Sicilian_Defense Sicilian_Defense_OKelly_Variation
01kY6,6k1/8/6pr/5p2/1P1R1P2/8/3K4/8 b - - 0 47,h6h7 d4d8 g8f7 d8d7,1044,96,87,59,crushing endgame master rookEndgame short,https://lichess.org/cbDIHaXM/black#94,
01kih,3r2k1/pp3pp1/1n4p1/2p5/6P1/1B3PKP/PP6/4R3 b - - 5 28,d8d2 e1e8 g8h7 b3f7,1025,80,100,239,advantage deflection endgame short,https://lichess.org/mXVYDssc/black#56,
01liD,8/1pp2p2/p4qp1/1kR4p/1P6/7P/5PP1/1R4K1 b - - 4 36,b5a4 c5a5,1039,83,93,508,endgame mate mateIn1 oneMove queenRookEndgame,https://lichess.org/zPOLaCBb/black#72,
01lqX,8/8/1R5P/8/1p6/1kr5/r7/1K5R b - - 4 53,c3c2 h1h3 b3c4 b6c6 c4d5 c6c2,1081,82,93,435,crushing endgame long rookEndgame,https://lichess.org/44CAPUrr/black#106,
01mMm,4rbk1/3n3p/3p2p1/3Pp3/2p1P1P1/PqN1BP2/7Q/4K2R b K - 2 26,b3c3 e3d2 c3a1 e1e2 a1h1 h2h1,1067,76,79,114,advantage defensiveMove long middlegame,https://lichess.org/rt78hbig/black#52,
01mxd,8/4rk1p/P4p2/5R2/3b4/1P5P/2P3P1/1K6 w - - 1 36,f5d5 e7e1 b1a2 e1a1,1090,232,67,3,endgame mate mateIn2 short,https://lichess.org/AmnKKBMZ#71,
01njv,2br1n1k/p5Rp/1p4p1/8/2Bp4/1N5Q/P1P3PP/6K1 b - - 0 30,c8h3 g7g8,1084,78,90,326,endgame mate mateIn1 oneMove,https://lichess.org/HvGPutY7/black#60,
01oz9,1k6/1p6/pK4p1/7p/P1P5/4R1P1/6r1/8 b - - 1 35,g2d2 e3e8 d2d8 e8d8,1013,141,43,18,endgame mate mateIn2 rookEndgame short,https://lichess.org/uxLPTKFb/black#70,
01pVN,5r2/3b4/2p3k1/2p3r1/4p2p/PPP5/4RPNK/4R3 b - - 2 41,f8f3 g2h4 g6f6 h4f3,1032,79,88,595,advantage endgame fork short,https://lichess.org/dRQrAylR/black#82,
01pZn,2r2rk1/p1p3p1/1q2Q2p/8/5P2/1BP3P1/PP5P/3R3K b - - 0 32,b6e6 b3e6 g8h7 e6c8,1002,88,60,32,advantage endgame fork short,https://lichess.org/9nwfDyw0/black#64,
01raT,6k1/5r2/4K1p1/3R2P1/8/8/8/8 b - - 9 69,g8g7 d5d7 f7d7 e6d7 g7f7 d7d6,1021,103,86,34,crushing defensiveMove endgame long master rookEndgame,https://lichess.org/s7qT56Ht/black#138,
01tfG,8/8/6p1/1p1k1p1p/1Pn2P1P/2K5/2N2P2/8 w - - 6 46,c2e3 c4e3 f2e3 d5e4 c3d2 e4f3,1094,75,100,576,crushing endgame knightEndgame long,https://lichess.org/Lgnoyd4w#91,
01u1J,r1b2rk1/5ppp/4p3/1p6/1P6/5P2/2PR2PP/2K2B1R w - - 0 18,f1b5 a8a1 c1b2 a1h1,1028,124,82,26,advantage endgame master short skewer,https://lichess.org/YJSWWDyj#35,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
01uDg,1q2nr1k/5p1p/4NP2/p7/5p1Q/4R3/1PP3PP/1K6 b - - 0 32,f4e3 e6f8 e8f6 h4f6,1068,80,94,1214,crushing endgame hangingPiece master short,https://lichess.org/RCNZUXRe/black#64,
01vI5,r2qr1k1/pp4pp/5bn1/3p2N1/Q4Bb1/2N5/PP1R1PPP/4R1K1 w - - 6 19,c3d5 e8e1,1091,167,50,12,backRankMate hangingPiece master mate mateIn1 middlegame oneMove,https://lichess.org/iRmPOyg7#37,
01vYY,2b5/4qpkp/3n1bp1/3B4/3N4/5N1P/2Q2PP1/6K1 w - - 2 30,c2b3 f6d4 f3d4 e7e1,1069,76,92,3920,advantage middlegame short,https://lichess.org/kIFrwg3a#59,
01voN,4q1k1/pppb1p1p/3p2pb/3P4/2PQ1P2/2B2BP1/PP5P/6K1 b - - 1 24,h6g7 d4g7,1010,125,47,32,endgame kingsideAttack mate mateIn1 oneMove,https://lichess.org/mvYIfa98/black#48,
01w3s,r4r1k/ppp1q1pp/6N1/5Q2/2B5/2P5/P1P2PPP/2KR4 b - - 2 21,h7g6 f5h3 e7h4 h3h4,1081,75,97,5483,endgame mate mateIn2 short,https://lichess.org/vDbgzIXr/black#42,
01wOb,r1b2rk1/ppp2Bpp/3p4/3P4/3p4/3P1Q2/PPq2PPP/R3R1K1 b - - 0 14,f8f7 e1e8 f7f8 f3f8,1070,83,89,85,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/XDURiLLZ/black#28,Ruy_Lopez Ruy_Lopez_Steinitz_Defense
01wxe,8/8/4k1p1/1p1p3p/pP3P1P/P1P3K1/8/8 w - - 3 52,g3f3 e6f5 f3e3 f5g4,1056,82,88,852,crushing endgame pawnEndgame short zugzwang,https://lichess.org/tIu8wbe8#103,
01x2C,4r3/4r3/3kP2p/pppPRRpP/3pKpP1/1P3P2/1P6/8 b - - 1 46,e8c8 f5f7 e7f7 e6f7,1058,86,92,493,advancedPawn crushing endgame master masterVsMaster rookEndgame short,https://lichess.org/CSvEgmUa/black#92,
01xk5,r3k2r/pp1n1pp1/4p3/3pPnPp/2pP1Q1P/2B2N2/qPPK1P2/3R3R b kq - 5 19,g7g6 d1a1 a2a1 h1a1,1076,83,92,2866,advantage middlegame short trappedPiece,https://lichess.org/yHqZWJsM/black#38,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
01yqP,2k5/5p2/p1B2p2/8/2P1N1K1/3p2P1/PP6/5r2 w - - 0 33,c6a4 f6f5 g4h3 f5e4,1065,80,97,7263,crushing endgame fork short,https://lichess.org/WZyI7GAL#65,
01zIg,5k2/2p3p1/p1p4p/4N1b1/8/2P1p3/PP2K2P/8 b - - 1 35,g5f4 e5g6 f8e8 g6f4,1089,78,100,70,advantage endgame fork master short,https://lichess.org/5FfTCQ0M/black#70,
01zLs,7r/1p6/2p3R1/2PpR3/5b1k/6P1/p4P1K/8 b - - 0 39,f4g3 f2g3,1036,78,100,201,endgame mate mateIn1 oneMove,https://lichess.org/q5aMjo1A/black#78,
0203f,r5k1/p2q2b1/1p4pR/2p1r3/2PpNp2/3P1P2/PPQ2KP1/7R b - - 0 25,g7h6 e4f6 g8g7 f6d7,1024,297,44,9,crushing fork middlegame short,https://lichess.org/4c254PVQ/black#50,
020Bj,8/3b2kp/8/8/p1pp4/P7/K4R1b/2B5 b - - 1 39,h2g3 f2g2 g7f6 g2g3,1035,84,94,130,advantage endgame pin short,https://lichess.org/kOmBAqBV/black#78,
020XG,2rk1r2/ppp3RR/4P3/8/b1P1p3/P3P3/4KP2/8 b - - 2 36,f8e8 g7d7 a4d7 h7d7,1037,80,87,230,endgame mate mateIn2 sacrifice short,https://lichess.org/IsYyI1LZ/black#72,
021me,7R/p5pk/1p1Np2p/4qp2/8/6P1/PP3PP1/1Br1nRK1 b - - 5 30,h7h8 d6f7 h8g8 f7e5,1076,141,83,22,advantage endgame fork master short,https://lichess.org/SP83qhbF/black#60,
02242,r4rk1/1p3pp1/8/2p1pNP1/4PnR1/P7/1B3q1N/3R3K b - - 1 32,f2b2 f5e7 g8h7 g4h4 f4h5 h4h5,1028,80,81,307,anastasiaMate long mate mateIn3 middlegame,https://lichess.org/dGm6aR2k/black#64,
023un,3r2k1/1p4pp/4p3/p1nnp3/8/5PP1/PPN1K2P/2NR4 b - - 1 22,d5f4 g3f4 d8d1 e2d1,1066,84,89,79,advantage endgame short,https://lichess.org/O0pcmPeD/black#44,
024TD,7q/1r2pQ2/2p5/p1B1P1pB/3P1k2/2p1b3/P1P3P1/7K b - - 1 37,f4e4 f7f3,1008,88,92,1005,endgame mate mateIn1 oneMove,https://lichess.org/SeINQrdF/black#74,
024qM,r1q2rk1/2p3p1/pbp2n2/7P/7B/2N2Q1N/PP3P2/R2R2K1 w - - 0 24,g1h2 f6g4 h2g2 f8f3,1053,78,91,259,crushing discoveredAttack middlegame short,https://lichess.org/C98IYThi#47,
027Cs,3r3k/pp2RQp1/7p/6qP/5p2/P1P5/5PPK/8 w - - 2 34,e7b7 g5h4 h2g1 d8d1,1067,77,80,188,endgame mate mateIn2 short,https://lichess.org/DOrgb3iU#67,
02999,4r1k1/6b1/p5pp/Bp3p2/4p3/2N2nP1/P4PBP/3R3K w - - 0 34,d1d8 e8d8 a5d8 g7c3,1026,111,85,28,advantage middlegame short,https://lichess.org/lhDspXdi#67,
029o2,5r2/1p4bk/p1pQ3p/P5pq/1P2Pr2/2P5/1B5P/R4RKB b - - 0 31,f4f1 a1f1 f8f1 g1f1,1044,371,-100,4,advantage middlegame short,https://lichess.org/96Nwd1nf/black#62,
029se,5k2/pp3p1p/1n4p1/5bN1/8/1BP4P/Pr3PP1/4R1K1 b - - 3 23,f7f6 g5h7 f8g7 e1e7,1091,76,81,196,advantage endgame short,https://lichess.org/Mqb8JSDF/black#46,
029xF,4r2k/pp4pp/2pBr1q1/2P5/1P2PQ2/Pb3P2/4R1PP/4R1K1 w - - 5 32,f4f5 g6f5 e4f5 e6e2 e1e2 e8e2,1098,79,95,450,middlegame,https://lichess.org/pJTruoEv#63,
02AKn,7k/p4Qqp/3b2p1/3B4/8/5R2/PP3PPK/2r5 w - - 2 42,g2g3 g7h6 h2g2 h6h1,1072,75,100,320,endgame master mate mateIn2 short,https://lichess.org/2vWmdGQZ#83,
02Bz7,r1b2r2/1p5k/p2p2pP/3NpP2/3q4/3B4/PPPQ4/3K3R b - - 0 23,d4d5 f5g6 h7g8 h6h7 g8h8 g6g7,1061,82,75,49,advancedPawn crushing long middlegame,https://lichess.org/YFDEnaZu/black#46,
02DlC,5rk1/p3ppbp/3p2p1/q5P1/2nPQ3/2N5/Pr2N2P/R1B2K1B w - - 0 20,c1b2 c4d2 f1f2 d2e4,1084,78,90,167,advantage fork middlegame short,https://lichess.org/2tZ78ci2#39,
02EhR,3rk2r/pp3pp1/4p3/4P2p/q2nQ2P/P3B3/5PP1/R4RK1 w k - 0 20,e4b7 d4e2 g1h1 a4h4,1088,76,95,3555,discoveredAttack kingsideAttack master mate mateIn2 middlegame short,https://lichess.org/YPrgeQdp#39,
02Em7,r1bkr3/1pppqppp/p7/3Q4/8/4PB2/P1P2PPP/1R2K2R b K - 0 15,c7c6 d5a5 b7b6 a5b6,1088,78,100,158,mate mateIn2 middlegame short,https://lichess.org/8nPXk2pB/black#30,Englund_Gambit Englund_Gambit_Main_Line
02EvG,r1b1k1nr/pppp1Npp/4nq2/2b5/2B1P3/8/PPP2PPP/RNBQK2R w KQkq - 1 7,f7h8 f6f2,1044,77,86,193,attackingF2F7 mate mateIn1 oneMove opening,https://lichess.org/2DvapBi7#13,
02Fi0,r2q1rk1/pp1bbpp1/3p1n1p/2p5/2B1P2B/2NQ4/PPP2PPP/R4RK1 w - - 2 12,c3d5 f6d5 c4d5 e7h4,1069,79,92,286,advantage discoveredAttack middlegame short,https://lichess.org/Bs2R5kfG#23,Italian_Game Italian_Game_Other_variations
02Fvr,5K2/r5P1/5k2/8/8/8/8/8 w - - 7 57,g7g8q a7a8,1087,81,82,719,endgame master masterVsMaster mate mateIn1 oneMove queenRookEndgame,https://lichess.org/pzwG92Qv#113,
02HLs,8/5Bk1/8/3bq3/2p5/2P2Rp1/1P4P1/5R1K w - - 1 43,f7d5 e5h5 h1g1 h5h2,1093,75,98,1987,endgame fork mate mateIn2 short,https://lichess.org/CaJsV92Y#85,
02HUu,6k1/5r1p/p3p2Q/2P1P1P1/1P3bbP/3p4/1R4K1/8 w - - 0 43,g5g6 f4h6 g6f7 g8f7,1042,78,100,132,crushing endgame short,https://lichess.org/okyOYzAD#85,
02I4t,1r5r/5pp1/1p1Qp1k1/p2p4/P2P2q1/1RP5/1P3PP1/4RK2 w - - 0 34,d6g3 h8h1,1078,142,73,21,endgame mate mateIn1 oneMove,https://lichess.org/eWpuuTkP#67,
02JtO,r2q1r2/ppp2ppk/8/8/8/P2R1P2/1PQ2P1P/2K4R b - - 0 17,d8f6 d3d6 f6g6 d6g6,1078,74,88,225,crushing discoveredAttack endgame short,https://lichess.org/1KVSy8eM/black#34,Ponziani_Opening Ponziani_Opening_Jaenisch_Counterattack
02K3Z,r4rk1/6p1/2p2b1p/2P1pq2/2N2p1n/1Q3P2/6PP/2BRR1K1 b - - 4 28,f5g6 c4e5 g8h8 e5g6,1065,142,88,34,middlegame,https://lichess.org/xJOoiH8Z/black#56,
02K78,8/8/5p2/8/4KP1k/8/8/8 b - - 0 65,h4h5 e4f5 h5h6 f5f6,1085,110,75,34,crushing endgame master pawnEndgame short,https://lichess.org/5Q0epH73/black#130,
